Employee ID,Departments ,Promoted,Review,Projects,Salary,Tenure,Satisfaction,avg_hrs_month,left
30020103,hr,0,0.66,3,medium,3,0.9,231,0
30020104,hr,0,0.84,6,medium,6,0.41,191,0
30020105,hr,0,0.92,4,medium,5,0.89,165,0
30020106,technical,0,0.84,4,medium,3,0.48,252,0
30020107,technical,0,0.97,5,medium,2,0.79,266,0
30020108,technical,0,0.66,5,medium,3,0.98,248,0
30020109,technical,0,0.7,4,high,4,0.75,144,0
30020110,technical,0,0.41,4,low,3,1,174,0
30020111,technical,0,0.82,5,medium,6,0.24,179,0
30020112,technical,0,0.43,6,medium,4,0.84,246,0
30020113,technical,0,0.86,4,medium,3,0.56,201,0
30020114,technical,0,0.93,4,medium,3,0.92,208,0
30020115,technical,0,0.98,3,low,3,0.61,267,0
30020116,technical,0,0.77,4,low,4,0.84,262,0
30020117,support,0,0.59,3,low,3,0.85,235,0
30020118,support,0,0.57,2,low,4,0.67,160,0
30020119,support,0,0.94,4,low,4,0.54,267,0
30020120,support,0,0.56,5,low,4,0.75,175,0
30020121,support,0,0.79,4,low,2,0.82,224,0
30020122,support,0,0.6,4,low,2,0.76,177,0
30020123,support,0,0.53,6,low,4,0.19,191,0
30020124,support,0,0.41,3,low,3,0.61,138,0
30020125,support,0,0.8,3,low,2,0.51,218,0
30020126,support,0,0.88,3,low,2,0.52,179,0
30020127,support,0,0.58,3,low,3,0.74,241,0
30020128,technical,0,0.91,4,low,3,0.98,240,0
30020129,technical,0,0.92,3,low,4,0.71,202,0
30020130,technical,0,0.88,6,low,3,0.33,260,0
30020131,management,0,0.97,3,low,3,0.98,196,0
30020132,IT,0,0.59,2,low,3,0.52,176,0
30020133,IT,0,0.65,2,low,3,0.84,140,0
30020134,IT,0,0.5,3,low,2,0.87,242,0
30020135,IT,0,0.85,3,low,4,0.48,279,0
30020136,IT,0,0.55,4,medium,3,0.58,202,0
30020137,product_mng,0,0.84,5,medium,3,0.58,228,0
30020138,product_mng,0,0.69,4,medium,3,0.73,171,0
30020139,product_mng,0,0.54,4,medium,3,0.68,153,0
30020140,product_mng,0,0.68,3,medium,3,0.41,165,0
30020141,IT,0,0.6,3,medium,3,0.85,182,0
30020142,RandD,0,0.7,5,medium,5,0.54,239,0
30020143,RandD,0,0.61,5,medium,2,0.81,231,0
30020144,RandD,0,0.52,4,medium,3,0.7,255,0
30020145,RandD,0,0.66,4,medium,2,0.63,237,0
30020146,RandD,0,0.54,3,medium,2,0.68,251,0
30020147,marketing,0,0.53,4,medium,2,0.7,178,0
30020148,sales,0,0.65,4,high,3,0.82,148,0
30020149,accounting,0,0.94,4,low,4,0.72,240,0
30020150,support,0,0.78,3,medium,3,0.77,269,0
30020151,technical,0,0.91,4,medium,3,0.86,147,0
30020152,management,0,0.97,3,medium,5,0.15,198,0
30020153,marketing,0,0.99,5,medium,3,0.81,143,0
30020154,marketing,0,0.98,3,low,2,0.93,238,0
30020155,marketing,0,0.74,4,low,4,0.62,213,0
30020156,sales,0,0.81,3,low,3,0.53,226,0
30020157,sales,0,0.99,3,low,2,0.86,169,0
30020158,sales,0,0.65,4,low,2,0.92,238,0
30020159,sales,0,0.83,4,low,3,0.97,202,0
30020160,sales,0,0.78,2,low,6,0.39,205,0
30020161,sales,0,0.66,3,low,4,0.45,111,0
30020162,sales,0,0.47,4,low,3,0.41,104,0
30020163,sales,0,0.69,3,low,3,0.51,212,0
30020164,sales,0,0.62,4,low,4,0.74,236,0
30020165,sales,0,0.57,5,low,2,0.69,245,0
30020166,sales,0,0.64,4,low,4,0.84,267,0
30020167,sales,0,0.66,5,low,5,0.69,106,0
30020168,sales,0,0.53,5,low,3,0.93,198,0
30020169,sales,0,0.45,6,low,3,0.33,239,0
30020170,sales,0,0.65,5,low,3,0.25,220,0
30020171,sales,0,0.59,5,low,3,0.63,224,0
30020172,sales,0,0.62,3,low,3,0.81,100,0
30020173,sales,0,0.87,4,low,5,0.12,244,0
30020174,sales,0,0.66,4,low,3,0.52,139,0
30020175,accounting,0,0.51,2,medium,2,0.57,152,0
30020176,accounting,0,0.58,4,medium,3,0.84,208,0
30020177,accounting,0,0.95,5,medium,3,0.6,205,0
30020178,hr,0,0.44,2,medium,6,0.73,194,0
30020179,hr,0,0.58,3,medium,5,0.2,209,0
30020180,hr,0,0.9,3,medium,3,0.58,212,0
30020181,hr,0,0.56,2,medium,3,0.48,151,0
30020182,technical,0,0.67,4,medium,6,0.54,282,0
30020183,technical,0,1,4,medium,3,0.86,256,0
30020184,technical,0,0.83,2,medium,3,0.94,185,0
30020185,technical,0,0.74,5,medium,3,0.76,132,0
30020186,technical,0,0.95,5,medium,3,0.61,233,0
30020187,technical,0,0.94,4,high,2,0.56,215,0
30020188,technical,0,0.74,3,low,4,1,220,0
30020189,technical,0,0.53,6,medium,3,0.15,222,0
30020190,technical,0,0.58,5,medium,2,0.19,182,0
30020191,technical,0,0.73,5,medium,4,0.17,258,0
30020192,technical,0,0.57,3,medium,2,0.71,209,0
30020193,support,0,0.79,3,low,2,0.86,242,0
30020194,support,0,0.88,4,low,3,0.59,155,0
30020195,support,0,0.76,5,low,4,0.74,104,0
30020196,support,0,0.92,4,low,3,0.98,201,0
30020197,support,0,0.75,5,low,3,0.93,143,0
30020198,support,0,0.92,5,low,3,1,161,0
30020199,support,0,0.81,4,low,2,0.59,200,0
30020200,support,0,0.55,4,low,2,0.98,255,0
30020201,support,0,0.5,5,low,2,0.35,227,0
30020202,support,0,0.96,3,low,6,0.42,270,0
30020203,support,0,0.85,5,low,3,0.61,230,0
30020204,technical,0,0.72,5,low,3,0.78,270,0
30020205,technical,0,0.52,4,low,3,0.93,200,0
30020206,technical,0,0.95,5,low,3,0.5,207,0
30020207,management,0,0.51,5,low,3,0.67,182,0
30020208,IT,0,0.85,4,low,3,0.75,234,0
30020209,IT,0,0.51,4,low,2,0.79,237,0
30020210,IT,0,0.89,4,low,2,0.84,187,0
30020211,IT,0,0.5,3,low,6,0.72,257,0
30020212,IT,0,0.48,2,low,2,0.57,194,0
30020213,product_mng,0,0.52,4,low,3,0.73,162,0
30020214,product_mng,0,0.58,4,medium,2,0.74,148,0
30020215,product_mng,0,0.83,4,medium,2,0.52,210,0
30020216,product_mng,0,0.76,3,medium,2,0.56,213,0
30020217,IT,0,0.68,4,medium,2,0.76,189,0
30020218,RandD,0,0.93,4,medium,2,0.82,185,0
30020219,RandD,0,0.83,3,medium,2,0.76,186,0
30020220,RandD,0,0.59,3,medium,3,0.62,128,0
30020221,RandD,0,0.8,4,medium,3,0.48,268,0
30020222,RandD,0,0.77,3,medium,3,0.64,213,0
30020223,marketing,0,0.82,4,medium,2,0.74,142,0
30020224,sales,0,0.43,2,medium,2,0.52,199,0
30020225,accounting,0,0.5,4,medium,2,0.67,157,0
30020226,support,0,0.76,5,high,2,0.71,172,0
30020227,technical,0,0.63,3,low,3,0.72,176,0
30020228,management,0,0.58,2,medium,2,0.33,183,0
30020229,marketing,0,0.56,4,medium,2,0.91,270,0
30020230,marketing,0,0.68,5,medium,4,0.88,157,0
30020231,marketing,0,0.6,4,medium,3,0.96,185,0
30020232,sales,0,0.68,3,low,3,0.97,167,0
30020233,sales,0,0.59,5,low,5,0.27,226,0
30020234,sales,0,0.64,3,low,4,0.65,223,0
30020235,sales,0,0.73,3,low,3,0.68,257,0
30020236,sales,0,0.46,4,low,3,0.68,143,0
30020237,sales,0,0.74,3,low,2,0.69,215,0
30020238,sales,0,0.99,3,low,4,0.79,194,0
30020239,sales,0,0.92,5,low,3,0.74,193,0
30020240,sales,0,0.83,3,low,3,0.8,163,0
30020241,sales,0,0.94,5,low,5,0.38,252,0
30020242,sales,0,0.83,3,low,3,0.26,168,0
30020243,sales,0,0.86,3,low,3,0.81,231,0
30020244,sales,0,0.54,2,low,2,0.67,141,0
30020245,sales,0,0.81,4,low,2,0.55,260,0
30020246,sales,0,0.71,3,low,2,0.87,132,0
30020247,sales,0,0.69,2,low,2,0.46,159,0
30020248,sales,0,0.57,4,low,3,0.63,177,0
30020249,sales,0,0.96,4,low,3,0.54,248,0
30020250,sales,0,0.49,3,low,2,1,185,0
30020251,accounting,0,0.66,4,low,2,0.97,149,0
30020252,accounting,0,0.92,3,low,3,0.9,152,0
30020253,accounting,0,0.7,3,medium,3,0.75,129,0
30020254,hr,0,0.84,4,medium,2,0.92,208,0
30020255,hr,0,0.94,4,medium,2,0.8,136,0
30020256,hr,0,0.81,3,medium,2,0.57,142,0
30020257,hr,0,0.94,3,medium,4,0.81,225,0
30020258,technical,0,0.6,3,medium,3,0.64,143,0
30020259,technical,0,0.54,4,medium,3,0.71,215,0
30020260,technical,0,0.58,3,medium,6,0.35,229,0
30020261,technical,0,0.81,5,medium,5,0.88,193,0
30020262,technical,0,0.59,5,medium,5,0.13,160,0
30020263,technical,0,0.73,4,medium,5,0.82,195,0
30020264,technical,0,0.92,4,medium,2,0.17,189,0
30020265,technical,0,0.82,4,high,5,0.21,207,0
30020266,technical,0,0.47,4,low,3,0.89,108,0
30020267,technical,0,0.72,6,medium,4,0.2,224,0
30020268,technical,0,0.81,5,medium,3,0.99,180,0
30020269,support,0,0.85,6,medium,4,0.26,152,0
30020270,support,0,0.53,4,medium,2,0.22,244,0
30020271,support,0,0.84,3,low,3,0.79,176,0
30020272,support,0,0.79,4,low,2,0.73,145,0
30020273,support,0,0.54,3,low,3,0.83,149,0
30020274,support,0,0.54,3,low,4,0.42,122,0
30020275,support,0,0.8,2,low,5,0.18,110,0
30020276,support,0,0.91,4,low,2,0.92,222,0
30020277,support,0,0.52,3,low,3,0.87,237,0
30020278,support,0,0.65,4,low,3,0.72,224,0
30020279,support,0,0.58,5,low,5,0.64,115,0
30020280,technical,0,0.66,4,low,3,1,180,0
30020281,technical,0,0.65,4,low,3,0.83,162,0
30020282,technical,0,0.58,4,low,3,0.98,136,0
30020283,management,0,0.87,3,low,2,0.7,260,0
30020284,IT,0,0.79,4,low,2,0.9,150,0
30020285,IT,0,0.99,4,low,3,0.55,248,0
30020286,IT,0,0.84,3,low,3,0.78,233,0
30020287,IT,0,0.53,5,low,3,0.89,272,0
30020288,IT,0,0.59,3,low,5,0.17,197,0
30020289,product_mng,0,0.64,5,low,5,0.14,164,0
30020290,product_mng,0,0.57,4,low,2,0.85,216,0
30020291,product_mng,0,0.79,4,low,3,0.84,266,0
30020292,product_mng,0,0.69,3,medium,4,0.7,102,0
30020293,IT,0,0.98,5,medium,5,0.16,284,0
30020294,RandD,0,0.69,3,medium,2,0.51,145,0
30020295,RandD,0,0.89,3,medium,4,0.6,167,0
30020296,RandD,0,0.63,3,medium,2,0.5,172,0
30020297,RandD,0,0.39,5,medium,5,0.43,198,0
30020298,RandD,0,0.7,4,medium,4,0.5,201,0
30020299,marketing,0,0.89,4,medium,4,0.91,197,0
30020300,sales,0,0.93,4,medium,2,0.65,270,0
30020301,accounting,0,0.52,2,medium,3,0.59,149,0
30020302,support,0,0.56,3,medium,3,0.89,256,0
30020303,technical,0,0.6,3,medium,3,0.97,162,0
30020304,management,0,0.97,5,high,2,0.56,163,0
30020305,marketing,0,0.93,3,low,3,0.76,266,0
30020306,marketing,0,0.55,4,medium,4,0.28,208,0
30020307,marketing,0,0.51,4,medium,4,0.75,138,0
30020308,sales,0,0.81,4,medium,3,0.78,232,0
30020309,sales,0,0.63,6,medium,4,0.26,100,0
30020310,sales,0,0.72,2,low,5,0.53,172,0
30020311,sales,0,0.41,3,low,6,0.25,133,0
30020312,sales,0,0.51,3,low,3,0.82,234,0
30020313,sales,0,0.57,2,low,4,0.71,183,0
30020314,sales,0,0.95,4,low,4,0.61,174,0
30020315,sales,0,0.68,3,low,2,0.89,175,0
30020316,sales,0,0.78,3,low,3,0.57,109,0
30020317,sales,0,0.8,4,low,3,0.93,248,0
30020318,sales,0,0.84,5,low,4,0.61,104,0
30020319,sales,0,0.62,3,low,2,0.56,154,0
30020320,sales,0,0.89,6,low,2,0.7,214,0
30020321,sales,0,0.64,4,low,4,0.9,209,0
30020322,sales,0,0.74,6,low,2,0.15,212,0
30020323,sales,0,0.36,3,low,3,0.39,168,0
30020324,sales,0,0.72,4,low,3,0.74,176,0
30020325,sales,0,0.61,4,low,4,0.7,163,0
30020326,sales,0,0.93,4,low,2,0.72,148,0
30020327,accounting,0,0.97,3,low,3,0.61,137,0
30020328,accounting,0,1,5,low,3,0.96,162,0
30020329,accounting,0,0.59,4,low,3,0.7,216,0
30020330,hr,0,0.49,3,low,2,0.92,240,0
30020331,hr,0,0.56,4,medium,2,0.72,176,0
30020332,hr,0,0.75,6,medium,6,0.53,192,0
30020333,hr,0,0.85,3,medium,4,0.67,160,0
30020334,technical,0,0.8,4,medium,2,0.78,194,0
30020335,technical,0,0.75,4,medium,2,0.53,239,0
30020336,technical,0,0.48,4,medium,3,0.9,204,0
30020337,technical,0,0.9,5,medium,3,0.16,258,0
30020338,technical,0,0.38,3,medium,3,0.62,257,0
30020339,technical,0,0.98,4,medium,3,0.62,137,0
30020340,technical,0,0.52,6,medium,4,0.22,175,0
30020341,technical,0,0.82,3,medium,3,0.91,183,0
30020342,technical,0,0.74,4,medium,4,0.87,190,0
30020343,technical,0,0.69,3,high,2,0.95,225,0
30020344,technical,0,0.75,3,low,3,0.99,215,0
30020345,support,0,0.57,3,medium,4,0.99,176,0
30020346,support,0,0.99,4,medium,3,0.77,153,0
30020347,support,0,0.68,3,medium,2,0.75,150,0
30020348,support,0,0.54,4,medium,5,0.83,259,0
30020349,support,0,0.39,3,low,2,0.61,99,0
30020350,support,0,0.97,3,low,2,0.91,167,0
30020351,support,0,0.64,3,low,3,0.47,192,0
30020352,support,0,0.61,5,low,3,0.77,146,0
30020353,support,0,0.51,3,low,3,0.55,190,0
30020354,support,0,0.48,5,low,3,0.32,246,0
30020355,support,0,0.67,6,low,3,0.96,190,0
30020356,technical,0,0.79,5,low,2,0.72,260,0
30020357,technical,0,0.9,4,low,3,0.8,136,0
30020358,technical,0,0.55,4,low,3,0.61,231,0
30020359,management,0,0.88,3,low,2,0.97,204,0
30020360,IT,0,0.93,4,low,3,0.63,201,0
30020361,IT,0,0.92,3,low,3,0.92,159,0
30020362,IT,0,0.74,5,low,3,0.94,171,0
30020363,IT,0,0.72,6,low,4,0.79,240,0
30020364,IT,0,0.73,2,low,4,0.75,152,0
30020365,product_mng,0,0.99,3,low,3,0.78,151,0
30020366,product_mng,0,0.45,6,low,2,0.96,232,0
30020367,product_mng,0,0.68,4,low,5,0.65,128,0
30020368,product_mng,0,0.94,3,low,6,0.18,187,0
30020369,IT,0,0.51,3,low,2,0.94,160,0
30020370,RandD,0,0.79,4,medium,3,0.84,259,0
30020371,RandD,0,0.54,2,medium,2,0.67,136,0
30020372,RandD,0,0.5,4,medium,3,0.71,253,0
30020373,RandD,0,0.64,3,medium,3,0.56,260,0
30020374,RandD,0,0.56,5,medium,6,0.29,231,0
30020375,marketing,0,0.9,3,medium,2,0.47,101,0
30020376,sales,0,0.69,2,medium,3,0.4,174,0
30020377,accounting,0,0.82,4,medium,2,0.81,167,0
30020378,support,0,0.99,3,medium,3,0.96,148,0
30020379,technical,0,0.75,6,medium,5,0.99,139,0
30020380,management,0,0.77,4,medium,3,0.75,136,0
30020381,marketing,0,0.74,4,medium,2,0.75,153,0
30020382,marketing,0,0.86,4,high,2,1,161,0
30020383,marketing,0,0.53,2,low,2,0.52,163,0
30020384,sales,0,0.74,3,medium,3,0.98,164,0
30020385,sales,0,0.64,2,medium,5,0.6,137,0
30020386,sales,0,0.44,3,medium,3,0.38,137,0
30020387,sales,0,0.41,6,medium,5,0.51,106,0
30020388,sales,0,0.61,2,low,2,0.91,272,0
30020389,sales,0,0.62,5,low,3,0.56,238,0
30020390,sales,0,0.69,4,low,4,0.58,223,0
30020391,sales,0,0.53,3,low,2,0.51,201,0
30020392,sales,0,0.55,6,low,4,0.91,97,0
30020393,sales,0,0.98,2,low,6,0.8,232,0
30020394,sales,0,0.83,4,low,3,0.55,199,0
30020395,sales,0,0.53,3,low,3,0.62,141,0
30020396,sales,0,0.6,3,low,2,0.62,171,0
30020397,sales,0,0.58,4,low,3,0.87,212,0
30020398,sales,0,0.5,5,low,2,0.65,270,0
30020399,sales,0,0.64,3,low,2,0.51,267,0
30020400,sales,0,0.77,3,low,2,0.98,134,0
30020401,sales,0,0.43,4,low,5,0.13,165,0
30020402,sales,0,0.76,5,low,4,0.78,168,0
30020403,accounting,0,0.98,3,low,2,0.6,262,0
30020404,accounting,0,0.69,3,low,2,0.68,185,0
30020405,accounting,0,0.84,3,low,3,0.55,237,0
30020406,hr,0,0.79,4,low,3,0.99,192,0
30020407,hr,0,0.68,5,low,2,0.92,236,0
30020408,hr,0,0.65,4,low,4,1,202,0
30020409,hr,0,0.93,4,medium,2,0.77,171,0
30020410,technical,0,0.7,5,medium,3,0.86,160,0
30020411,technical,0,0.84,2,medium,3,0.89,252,0
30020412,technical,0,0.55,5,medium,3,0.58,206,0
30020413,technical,0,0.66,3,medium,2,0.56,212,0
30020414,technical,0,0.64,3,medium,3,0.38,111,0
30020415,technical,0,0.64,3,medium,2,0.62,240,0
30020416,technical,0,0.77,2,medium,2,0.66,171,0
30020417,technical,0,0.44,3,medium,2,0.3,129,0
30020418,technical,0,0.83,3,medium,2,0.82,271,0
30020419,technical,0,0.68,4,medium,2,0.96,162,0
30020420,technical,0,0.95,3,medium,3,0.66,191,0
30020421,support,0,0.5,5,high,3,0.79,176,0
30020422,support,0,0.77,3,low,2,0.97,182,0
30020423,support,0,0.65,3,medium,3,0.59,226,0
30020424,support,0,0.48,4,medium,3,0.57,161,0
30020425,support,0,0.53,4,medium,3,0.64,163,0
30020426,support,0,0.51,5,medium,4,0.14,173,0
30020427,support,0,0.55,3,low,2,0.48,228,0
30020428,support,0,1,3,low,3,0.78,139,0
30020429,support,0,0.62,5,low,5,0.96,128,0
30020430,support,0,0.97,3,low,2,0.82,115,0
30020431,support,0,0.9,5,low,4,0.94,191,0
30020432,technical,0,0.66,4,low,3,0.95,183,0
30020433,technical,0,0.43,3,low,3,0.59,173,0
30020434,technical,0,0.89,4,low,2,0.69,174,0
30020435,management,0,0.72,3,low,3,0.74,213,0
30020436,IT,0,0.67,4,low,4,0.67,192,0
30020437,IT,0,0.52,3,low,2,0.83,167,0
30020438,IT,0,0.85,3,low,3,0.81,263,0
30020439,IT,0,0.73,2,low,3,0.54,100,0
30020440,IT,0,0.83,3,low,3,0.89,164,0
30020441,product_mng,0,0.74,5,low,2,0.79,172,0
30020442,product_mng,0,0.58,4,low,3,0.46,171,0
30020443,product_mng,0,0.93,4,low,3,0.99,236,0
30020444,product_mng,0,0.9,5,low,4,0.75,186,0
30020445,IT,0,0.82,4,low,3,0.93,175,0
30020446,RandD,0,0.6,5,low,3,0.65,227,0
30020447,RandD,0,0.63,4,low,6,0.19,142,0
30020448,RandD,0,0.61,2,medium,2,0.48,121,0
30020449,RandD,0,0.64,5,medium,3,0.95,234,0
30020450,RandD,0,0.77,4,medium,3,0.92,185,0
30020451,marketing,0,0.54,4,medium,3,0.84,160,0
30020452,sales,0,0.63,4,medium,3,0.37,153,0
30020453,accounting,0,0.74,3,medium,6,0.22,199,0
30020454,support,0,0.54,3,medium,2,0.64,166,0
30020455,technical,0,0.88,2,medium,3,0.72,247,0
30020456,management,0,0.69,4,medium,3,0.48,245,0
30020457,marketing,0,0.55,5,medium,4,0.12,242,0
30020458,marketing,0,0.98,5,medium,2,0.78,158,0
30020459,marketing,0,0.74,3,medium,3,0.71,163,0
30020460,sales,0,0.69,3,high,3,0.38,99,0
30020461,sales,0,0.85,4,low,3,0.57,164,0
30020462,sales,0,0.51,3,medium,3,0.72,160,0
30020463,sales,0,0.57,2,medium,3,0.6,184,0
30020464,sales,0,0.55,5,medium,2,0.61,266,0
30020465,sales,0,0.64,4,medium,2,0.67,190,0
30020466,sales,0,0.97,5,low,2,0.97,192,0
30020467,sales,0,0.6,3,low,6,0.22,205,0
30020468,sales,0,0.53,4,low,5,0.15,205,0
30020469,sales,0,0.6,3,low,3,0.6,258,0
30020470,sales,0,0.8,5,low,2,0.15,151,0
30020471,sales,0,0.81,3,low,2,0.5,148,0
30020472,sales,0,0.67,3,low,2,0.9,179,0
30020473,sales,0,0.51,6,low,2,0.84,141,0
30020474,sales,0,0.78,5,low,2,0.74,216,0
30020475,sales,0,0.51,3,low,2,0.72,235,0
30020476,sales,0,0.63,3,low,4,0.93,160,0
30020477,sales,0,0.69,3,low,4,0.54,141,0
30020478,sales,0,0.65,4,low,2,0.87,246,0
30020479,accounting,0,0.98,5,low,4,0.19,226,0
30020480,accounting,0,0.4,4,low,2,0.33,212,0
30020481,accounting,0,0.93,4,low,3,0.94,220,0
30020482,hr,0,0.49,4,low,2,0.77,266,0
30020483,hr,0,0.82,3,low,2,0.48,183,0
30020484,hr,0,0.74,5,low,3,0.7,263,0
30020485,hr,0,0.93,4,low,4,0.54,161,0
30020486,technical,0,0.98,4,low,2,0.61,199,0
30020487,technical,0,0.4,4,medium,4,0.97,258,0
30020488,technical,0,0.85,3,medium,2,0.6,209,0
30020489,technical,0,0.84,5,medium,3,0.93,135,0
30020490,technical,0,0.69,4,medium,2,0.48,222,0
30020491,technical,0,0.76,5,medium,3,0.16,192,0
30020492,technical,0,0.75,3,medium,3,0.18,250,0
30020493,technical,0,0.75,3,medium,3,0.84,187,0
30020494,technical,0,0.63,4,medium,3,0.69,217,0
30020495,technical,0,0.88,4,medium,3,0.22,213,0
30020496,technical,0,0.52,4,medium,3,0.83,273,0
30020497,support,0,0.5,2,medium,3,0.58,132,0
30020498,support,0,0.62,4,medium,3,0.61,140,0
30020499,support,0,0.5,4,high,2,0.67,173,0
30020500,support,0,0.76,4,low,2,0.56,189,0
30020501,support,0,0.74,3,medium,3,0.74,156,0
30020502,support,0,0.97,4,medium,5,0.92,238,0
30020503,support,0,0.68,5,medium,2,0.81,230,0
30020504,support,0,0.49,4,medium,2,0.48,242,0
30020505,support,0,0.72,4,low,3,0.73,197,0
30020506,support,0,0.66,6,low,5,0.97,164,0
30020507,support,0,0.51,6,low,5,0.15,248,0
30020508,technical,0,0.76,5,low,6,0.69,255,0
30020509,technical,0,0.68,5,low,4,0.61,225,0
30020510,technical,0,0.58,3,low,2,0.86,151,0
30020511,management,0,0.88,4,low,3,0.55,252,0
30020512,IT,0,0.74,4,low,4,0.9,206,0
30020513,IT,0,0.4,2,low,2,0.65,141,0
30020514,IT,0,0.92,5,low,3,0.81,259,0
30020515,IT,0,0.86,5,low,3,0.65,250,0
30020516,IT,0,0.86,4,low,6,0.47,169,0
30020517,product_mng,0,0.53,3,low,3,0.93,200,0
30020518,product_mng,0,0.9,4,low,5,0.77,104,0
30020519,product_mng,0,0.82,6,low,3,0.87,176,0
30020520,product_mng,0,0.84,5,low,2,0.87,137,0
30020521,IT,0,0.75,2,low,3,0.65,151,0
30020522,RandD,0,0.7,6,low,6,0.21,130,0
30020523,RandD,0,0.59,4,low,2,0.75,199,0
30020524,RandD,0,0.86,4,low,2,0.72,191,0
30020525,RandD,0,0.63,3,low,3,0.88,273,0
30020526,RandD,0,0.58,3,medium,3,0.66,205,0
30020527,marketing,0,0.75,3,medium,3,0.8,181,0
30020528,sales,0,0.55,4,medium,3,0.22,261,0
30020529,accounting,0,0.69,3,medium,3,0.92,192,0
30020530,support,0,0.77,4,medium,3,0.54,271,0
30020531,technical,0,0.56,4,medium,3,0.91,158,0
30020532,management,0,0.83,4,medium,2,0.77,231,0
30020533,marketing,0,0.51,3,medium,3,0.61,156,0
30020534,marketing,0,0.9,4,medium,4,0.48,201,0
30020535,marketing,0,0.69,3,medium,4,0.25,187,0
30020536,sales,0,0.7,3,medium,4,0.91,132,0
30020537,sales,0,0.58,5,medium,3,0.72,147,0
30020538,sales,0,0.71,4,high,3,0.77,223,0
30020539,sales,0,0.4,2,low,2,0.41,194,0
30020540,sales,0,0.49,4,medium,2,0.51,234,0
30020541,sales,0,0.79,3,medium,3,0.72,149,0
30020542,sales,0,0.57,3,medium,3,0.47,162,0
30020543,sales,0,0.67,4,medium,2,0.53,238,0
30020544,sales,0,0.52,5,low,3,0.65,149,0
30020545,sales,0,0.75,4,low,5,0.18,170,0
30020546,sales,0,0.48,3,low,2,0.61,250,0
30020547,sales,0,0.72,4,low,2,0.86,167,0
30020548,sales,0,0.77,4,low,5,0.14,166,0
30020549,sales,0,0.8,3,low,2,0.63,205,0
30020550,sales,0,0.57,3,low,3,0.79,250,0
30020551,sales,0,0.97,4,low,3,0.78,142,0
30020552,sales,0,0.52,4,low,6,0.14,217,0
30020553,sales,0,0.54,3,low,3,0.85,139,0
30020554,sales,0,0.75,4,low,3,0.85,139,0
30020555,accounting,0,0.76,5,low,3,0.91,152,0
30020556,accounting,0,0.74,3,low,2,0.76,224,0
30020557,accounting,0,0.72,5,low,3,0.62,180,0
30020558,hr,0,0.69,4,low,2,0.53,216,0
30020559,hr,0,0.63,3,low,3,0.97,133,0
30020560,hr,0,0.53,4,low,3,0.48,271,0
30020561,hr,0,0.55,4,low,3,0.5,148,0
30020562,technical,0,0.42,2,low,4,0.32,99,0
30020563,technical,0,0.77,4,low,2,0.58,196,0
30020564,technical,0,0.83,3,low,2,0.81,196,0
30020565,technical,0,0.84,4,medium,3,0.48,228,0
30020566,technical,0,0.88,4,medium,2,0.96,165,0
30020567,technical,0,0.9,3,medium,2,0.56,235,0
30020568,technical,0,0.96,4,medium,2,0.63,167,0
30020569,technical,0,0.5,5,medium,5,0.21,255,0
30020570,technical,0,0.78,3,medium,3,0.94,184,0
30020571,technical,0,0.89,4,medium,3,0.94,239,0
30020572,technical,0,0.54,3,medium,2,0.96,153,0
30020573,support,0,0.5,4,medium,5,0.49,187,0
30020574,support,0,0.68,2,medium,2,0.82,285,0
30020575,support,0,0.5,3,medium,3,0.6,274,0
30020576,support,0,0.5,3,medium,3,0.76,156,0
30020577,support,0,0.64,5,high,2,0.69,265,0
30020578,support,0,0.94,4,low,3,1,144,0
30020579,support,0,0.66,4,medium,3,0.62,143,0
30020580,support,0,0.99,4,medium,6,0.4,214,0
30020581,support,0,0.91,3,medium,3,0.94,163,0
30020582,support,0,0.84,4,medium,4,0.76,236,0
30020583,support,0,0.69,3,low,4,0.58,146,0
30020584,technical,0,0.78,4,low,2,0.85,106,0
30020585,technical,0,0.52,2,low,3,0.45,105,0
30020586,technical,0,0.67,3,low,4,0.13,181,0
30020587,management,0,0.5,5,low,4,0.24,174,0
30020588,IT,0,0.69,3,low,2,0.64,207,0
30020589,IT,0,0.61,6,low,2,0.63,118,0
30020590,IT,0,0.99,4,low,2,0.61,251,0
30020591,IT,0,0.99,2,low,3,0.71,136,0
30020592,IT,0,0.89,5,low,3,0.9,249,0
30020593,product_mng,0,0.76,4,low,5,0.17,171,0
30020594,product_mng,0,0.97,3,low,2,0.93,256,0
30020595,product_mng,0,0.89,5,low,3,0.83,141,0
30020596,product_mng,0,0.75,4,low,2,0.58,186,0
30020597,IT,0,0.5,3,low,3,0.76,258,0
30020598,RandD,0,0.78,3,low,2,0.5,228,0
30020599,RandD,0,0.81,5,low,4,0.22,205,0
30020600,RandD,0,0.88,4,low,3,0.9,174,0
30020601,RandD,0,0.63,3,low,4,0.7,155,0
30020602,RandD,0,0.85,5,low,3,0.73,245,0
30020603,marketing,0,0.87,3,low,3,0.84,271,0
30020604,marketing,0,0.63,5,medium,4,0.55,184,0
30020605,sales,0,0.98,4,medium,2,0.63,175,0
30020606,accounting,0,0.92,3,medium,3,0.51,224,0
30020607,support,0,0.76,4,medium,3,0.81,177,0
30020608,technical,0,0.96,4,medium,3,0.8,268,0
30020609,management,0,0.97,4,medium,3,0.99,208,0
30020610,marketing,0,0.87,5,medium,2,0.9,219,0
